Geographic Area(s),Year(s),Age Group/Status,Test Type,Blood Lead Reference Value,Number of Children Tested,Number of Children with an EBLL,Percent of Children Tested with an EBLL
49723,2010,All Children <6,All Test Types,3.5,,0,0
49723,2010,All Children <6,All Test Types,5,,0,0
49724,2010,All Children <6,All Test Types,3.5,14,0,0
49724,2010,All Children <6,All Test Types,5,14,0,0
49724**,2011,All Children <6,All Test Types,3.5,8,,Suppressed
49724,2011,All Children <6,All Test Types,5,8,0,0
49724,2012,All Children <6,All Test Types,3.5,9,0,0
49724,2012,All Children <6,All Test Types,5,9,0,0
49724,2013,All Children <6,All Test Types,3.5,15,0,0
49724,2013,All Children <6,All Test Types,5,15,0,0
49724,2014,All Children <6,All Test Types,3.5,11,0,0
49724,2014,All Children <6,All Test Types,5,11,0,0
49724,2015,All Children <6,All Test Types,3.5,13,0,0
49724,2015,All Children <6,All Test Types,5,13,0,0
49724,2016,All Children <6,All Test Types,3.5,14,0,0
49724,2016,All Children <6,All Test Types,5,14,0,0
49724,2017,All Children <6,All Test Types,3.5,9,0,0
49724,2017,All Children <6,All Test Types,5,9,0,0
49724**,2018,All Children <6,All Test Types,3.5,11,,Suppressed
49724,2018,All Children <6,All Test Types,5,11,0,0
49724,2019,All Children <6,All Test Types,3.5,,0,0
49724,2019,All Children <6,All Test Types,5,,0,0
49724,2020,All Children <6,All Test Types,3.5,,0,0
49724,2020,All Children <6,All Test Types,5,,0,0
49724,2021,All Children <6,All Test Types,3.5,6,0,0
49724,2021,All Children <6,All Test Types,5,6,0,0
49724,2022,All Children <6,All Test Types,3.5,6,0,0
49724,2022,All Children <6,All Test Types,5,6,0,0
49724**,2023,All Children <6,All Test Types,3.5,8,,Suppressed
49724,2023,All Children <6,All Test Types,5,8,0,0
49724,2024,All Children <6,All Test Types,3.5,8,0,0
49724,2024,All Children <6,All Test Types,5,8,0,0
49725**,2010,All Children <6,All Test Types,3.5,,,Suppressed
49725**,2010,All Children <6,All Test Types,5,,,Suppressed
49725,2011,All Children <6,All Test Types,3.5,,0,0
49725,2011,All Children <6,All Test Types,5,,0,0
49725,2012,All Children <6,All Test Types,3.5,,0,0
49725,2012,All Children <6,All Test Types,5,,0,0
49725,2013,All Children <6,All Test Types,3.5,,0,0
49725,2013,All Children <6,All Test Types,5,,0,0
49725,2014,All Children <6,All Test Types,3.5,,0,0
49725,2014,All Children <6,All Test Types,5,,0,0
49725**,2015,All Children <6,All Test Types,3.5,0,0,Suppressed
49725**,2015,All Children <6,All Test Types,5,0,0,Suppressed
49725,2016,All Children <6,All Test Types,3.5,,0,0
49725,2016,All Children <6,All Test Types,5,,0,0
49725**,2017,All Children <6,All Test Types,3.5,0,0,Suppressed
49725**,2017,All Children <6,All Test Types,5,0,0,Suppressed
49725,2018,All Children <6,All Test Types,3.5,,0,0
49725,2018,All Children <6,All Test Types,5,,0,0
49725,2019,All Children <6,All Test Types,3.5,,0,0
49725,2019,All Children <6,All Test Types,5,,0,0
49725,2020,All Children <6,All Test Types,3.5,,0,0
49725,2020,All Children <6,All Test Types,5,,0,0
49725,2021,All Children <6,All Test Types,3.5,,0,0
49725,2021,All Children <6,All Test Types,5,,0,0
49725,2022,All Children <6,All Test Types,3.5,,0,0
49725,2022,All Children <6,All Test Types,5,,0,0
49725,2023,All Children <6,All Test Types,3.5,,0,0
49725,2023,All Children <6,All Test Types,5,,0,0
49725,2024,All Children <6,All Test Types,3.5,,0,0
49725,2024,All Children <6,All Test Types,5,,0,0
49726,2010,All Children <6,All Test Types,3.5,,0,0
49726,2010,All Children <6,All Test Types,5,,0,0
49726,2011,All Children <6,All Test Types,3.5,,0,0
49726,2011,All Children <6,All Test Types,5,,0,0
49726,2012,All Children <6,All Test Types,3.5,,0,0
49726,2012,All Children <6,All Test Types,5,,0,0
49726,2013,All Children <6,All Test Types,3.5,,0,0
49726,2013,All Children <6,All Test Types,5,,0,0
49726,2014,All Children <6,All Test Types,3.5,,0,0
49726,2014,All Children <6,All Test Types,5,,0,0
49726,2015,All Children <6,All Test Types,3.5,,0,0
49726,2015,All Children <6,All Test Types,5,,0,0
49726,2016,All Children <6,All Test Types,3.5,,0,0
49726,2016,All Children <6,All Test Types,5,,0,0
49726,2017,All Children <6,All Test Types,3.5,,0,0
49726,2017,All Children <6,All Test Types,5,,0,0
49726,2018,All Children <6,All Test Types,3.5,6,0,0
49726,2018,All Children <6,All Test Types,5,6,0,0
49726,2019,All Children <6,All Test Types,3.5,,0,0
49726,2019,All Children <6,All Test Types,5,,0,0
49726**,2020,All Children <6,All Test Types,3.5,0,0,Suppressed
49726**,2020,All Children <6,All Test Types,5,0,0,Suppressed
49726**,2021,All Children <6,All Test Types,3.5,0,0,Suppressed
49726**,2021,All Children <6,All Test Types,5,0,0,Suppressed
49726,2022,All Children <6,All Test Types,3.5,,0,0
49726,2022,All Children <6,All Test Types,5,,0,0
49726,2023,All Children <6,All Test Types,3.5,,0,0
49726,2023,All Children <6,All Test Types,5,,0,0
49726,2024,All Children <6,All Test Types,3.5,,0,0
49726,2024,All Children <6,All Test Types,5,,0,0
49727**,2010,All Children <6,All Test Types,3.5,75,,Suppressed
49727**,2010,All Children <6,All Test Types,5,75,,Suppressed
49727**,2011,All Children <6,All Test Types,3.5,85,,Suppressed
49727**,2011,All Children <6,All Test Types,5,85,,Suppressed
49727**,2012,All Children <6,All Test Types,3.5,69,,Suppressed
49727**,2012,All Children <6,All Test Types,5,69,,Suppressed
49727**,2013,All Children <6,All Test Types,3.5,81,,Suppressed
49727,2013,All Children <6,All Test Types,5,81,0,0
49727**,2014,All Children <6,All Test Types,3.5,90,,Suppressed
49727,2014,All Children <6,All Test Types,5,90,0,0
49727**,2015,All Children <6,All Test Types,3.5,91,,Suppressed
49727**,2015,All Children <6,All Test Types,5,91,,Suppressed
49727**,2016,All Children <6,All Test Types,3.5,123,,Suppressed
49727**,2016,All Children <6,All Test Types,5,123,,Suppressed
49727**,2017,All Children <6,All Test Types,3.5,118,,Suppressed
49727,2017,All Children <6,All Test Types,5,118,0,0
49727,2018,All Children <6,All Test Types,3.5,86,0,0
49727,2018,All Children <6,All Test Types,5,86,0,0
49727**,2019,All Children <6,All Test Types,3.5,85,,Suppressed
49727**,2019,All Children <6,All Test Types,5,85,,Suppressed
49727,2020,All Children <6,All Test Types,3.5,19,0,0
49727,2020,All Children <6,All Test Types,5,19,0,0
49727,2021,All Children <6,All Test Types,3.5,80,0,0
49727,2021,All Children <6,All Test Types,5,80,0,0
49727,2022,All Children <6,All Test Types,3.5,40,0,0
49727,2022,All Children <6,All Test Types,5,40,0,0
49727**,2023,All Children <6,All Test Types,3.5,72,,Suppressed
49727,2023,All Children <6,All Test Types,5,72,0,0
49727**,2024,All Children <6,All Test Types,3.5,76,,Suppressed
49727,2024,All Children <6,All Test Types,5,76,0,0
49728,2010,All Children <6,All Test Types,3.5,,0,0
49728,2010,All Children <6,All Test Types,5,,0,0
49728,2011,All Children <6,All Test Types,3.5,,0,0
49728,2011,All Children <6,All Test Types,5,,0,0
49728,2012,All Children <6,All Test Types,3.5,,0,0
49728,2012,All Children <6,All Test Types,5,,0,0
49728,2013,All Children <6,All Test Types,3.5,,0,0
49728,2013,All Children <6,All Test Types,5,,0,0
49728**,2014,All Children <6,All Test Types,3.5,,,Suppressed
49728,2014,All Children <6,All Test Types,5,,0,0
49728,2015,All Children <6,All Test Types,3.5,,0,0
49728,2015,All Children <6,All Test Types,5,,0,0
49728,2016,All Children <6,All Test Types,3.5,6,0,0
49728,2016,All Children <6,All Test Types,5,6,0,0
49728**,2017,All Children <6,All Test Types,3.5,0,0,Suppressed
49728**,2017,All Children <6,All Test Types,5,0,0,Suppressed
49728,2018,All Children <6,All Test Types,3.5,,0,0
49728,2018,All Children <6,All Test Types,5,,0,0
49728,2019,All Children <6,All Test Types,3.5,,0,0
49728,2019,All Children <6,All Test Types,5,,0,0
49728**,2020,All Children <6,All Test Types,3.5,0,0,Suppressed
49728**,2020,All Children <6,All Test Types,5,0,0,Suppressed
49728**,2021,All Children <6,All Test Types,3.5,0,0,Suppressed
49728**,2021,All Children <6,All Test Types,5,0,0,Suppressed
49728,2022,All Children <6,All Test Types,3.5,,0,0
49728,2022,All Children <6,All Test Types,5,,0,0
49728,2023,All Children <6,All Test Types,3.5,,0,0
49728,2023,All Children <6,All Test Types,5,,0,0
49728,2024,All Children <6,All Test Types,3.5,,0,0
49728,2024,All Children <6,All Test Types,5,,0,0
49729,2010,All Children <6,All Test Types,3.5,9,0,0
49729,2010,All Children <6,All Test Types,5,9,0,0
49729,2011,All Children <6,All Test Types,3.5,18,0,0
49729,2011,All Children <6,All Test Types,5,18,0,0
49729**,2012,All Children <6,All Test Types,3.5,13,,Suppressed
49729,2012,All Children <6,All Test Types,5,13,0,0
49729,2013,All Children <6,All Test Types,3.5,8,0,0
49729,2013,All Children <6,All Test Types,5,8,0,0
49729,2014,All Children <6,All Test Types,3.5,6,0,0
49729,2014,All Children <6,All Test Types,5,6,0,0
49729,2015,All Children <6,All Test Types,3.5,10,0,0
49729,2015,All Children <6,All Test Types,5,10,0,0
49729**,2016,All Children <6,All Test Types,3.5,18,,Suppressed
49729,2016,All Children <6,All Test Types,5,18,0,0
49729,2017,All Children <6,All Test Types,3.5,20,0,0
49729,2017,All Children <6,All Test Types,5,20,0,0
49729**,2018,All Children <6,All Test Types,3.5,22,,Suppressed
49729,2018,All Children <6,All Test Types,5,22,0,0
49729,2019,All Children <6,All Test Types,3.5,13,0,0
49729,2019,All Children <6,All Test Types,5,13,0,0
49729,2020,All Children <6,All Test Types,3.5,6,0,0
49729,2020,All Children <6,All Test Types,5,6,0,0
49729,2021,All Children <6,All Test Types,3.5,21,0,0
49729,2021,All Children <6,All Test Types,5,21,0,0
49729**,2022,All Children <6,All Test Types,3.5,16,,Suppressed
49729**,2022,All Children <6,All Test Types,5,16,,Suppressed
49729**,2023,All Children <6,All Test Types,3.5,17,,Suppressed
49729**,2023,All Children <6,All Test Types,5,17,,Suppressed
49729**,2024,All Children <6,All Test Types,3.5,14,,Suppressed
49729**,2024,All Children <6,All Test Types,5,14,,Suppressed
49730,2010,All Children <6,All Test Types,3.5,19,0,0
49730,2010,All Children <6,All Test Types,5,19,0,0
49730**,2011,All Children <6,All Test Types,3.5,19,,Suppressed
49730,2011,All Children <6,All Test Types,5,19,0,0
49730,2012,All Children <6,All Test Types,3.5,29,0,0
49730,2012,All Children <6,All Test Types,5,29,0,0
49730,2013,All Children <6,All Test Types,3.5,17,0,0
49730,2013,All Children <6,All Test Types,5,17,0,0
49730,2014,All Children <6,All Test Types,3.5,23,0,0
49730,2014,All Children <6,All Test Types,5,23,0,0
49730,2015,All Children <6,All Test Types,3.5,25,0,0
49730,2015,All Children <6,All Test Types,5,25,0,0
49730,2016,All Children <6,All Test Types,3.5,36,0,0
49730,2016,All Children <6,All Test Types,5,36,0,0
49730**,2017,All Children <6,All Test Types,3.5,22,,Suppressed
49730,2017,All Children <6,All Test Types,5,22,0,0
49730,2018,All Children <6,All Test Types,3.5,15,0,0
49730,2018,All Children <6,All Test Types,5,15,0,0
49730,2019,All Children <6,All Test Types,3.5,18,0,0
49730,2019,All Children <6,All Test Types,5,18,0,0
49730,2020,All Children <6,All Test Types,3.5,7,0,0
49730,2020,All Children <6,All Test Types,5,7,0,0
49730,2021,All Children <6,All Test Types,3.5,17,0,0
49730,2021,All Children <6,All Test Types,5,17,0,0
49730,2022,All Children <6,All Test Types,3.5,23,0,0
49730,2022,All Children <6,All Test Types,5,23,0,0
49730,2023,All Children <6,All Test Types,3.5,26,0,0
49730,2023,All Children <6,All Test Types,5,26,0,0
49730**,2024,All Children <6,All Test Types,3.5,36,,Suppressed
49730**,2024,All Children <6,All Test Types,5,36,,Suppressed
49733,2010,All Children <6,All Test Types,3.5,20,0,0
49733,2010,All Children <6,All Test Types,5,20,0,0
49733,2011,All Children <6,All Test Types,3.5,25,0,0
49733,2011,All Children <6,All Test Types,5,25,0,0
49733,2012,All Children <6,All Test Types,3.5,16,0,0
49733,2012,All Children <6,All Test Types,5,16,0,0
49733,2013,All Children <6,All Test Types,3.5,14,0,0
49733,2013,All Children <6,All Test Types,5,14,0,0
49733,2014,All Children <6,All Test Types,3.5,19,0,0
49733,2014,All Children <6,All Test Types,5,19,0,0
49733**,2015,All Children <6,All Test Types,3.5,15,,Suppressed
49733**,2015,All Children <6,All Test Types,5,15,,Suppressed
49733,2016,All Children <6,All Test Types,3.5,19,0,0
49733,2016,All Children <6,All Test Types,5,19,0,0
49733,2017,All Children <6,All Test Types,3.5,23,0,0
49733,2017,All Children <6,All Test Types,5,23,0,0
49733,2018,All Children <6,All Test Types,3.5,21,0,0
49733,2018,All Children <6,All Test Types,5,21,0,0
49733,2019,All Children <6,All Test Types,3.5,26,0,0
49733,2019,All Children <6,All Test Types,5,26,0,0
49733,2020,All Children <6,All Test Types,3.5,,0,0
49733,2020,All Children <6,All Test Types,5,,0,0
49733,2021,All Children <6,All Test Types,3.5,12,0,0
49733,2021,All Children <6,All Test Types,5,12,0,0
49733**,2022,All Children <6,All Test Types,3.5,15,,Suppressed
49733,2022,All Children <6,All Test Types,5,15,0,0
49733,2023,All Children <6,All Test Types,3.5,17,0,0
49733,2023,All Children <6,All Test Types,5,17,0,0
49733,2024,All Children <6,All Test Types,3.5,27,0,0
49733,2024,All Children <6,All Test Types,5,27,0,0
49734,2010,All Children <6,All Test Types,3.5,9,0,0
49734,2010,All Children <6,All Test Types,5,9,0,0
49734,2011,All Children <6,All Test Types,3.5,6,0,0
49734,2011,All Children <6,All Test Types,5,6,0,0
49734**,2012,All Children <6,All Test Types,3.5,6,,Suppressed
49734,2012,All Children <6,All Test Types,5,6,0,0
49734**,2013,All Children <6,All Test Types,3.5,16,,Suppressed
49734**,2013,All Children <6,All Test Types,5,16,,Suppressed
49734,2014,All Children <6,All Test Types,3.5,8,0,0
49734,2014,All Children <6,All Test Types,5,8,0,0
49734**,2015,All Children <6,All Test Types,3.5,12,,Suppressed
49734,2015,All Children <6,All Test Types,5,12,0,0
49734,2016,All Children <6,All Test Types,3.5,6,0,0
49734,2016,All Children <6,All Test Types,5,6,0,0
49734,2017,All Children <6,All Test Types,3.5,7,0,0
49734,2017,All Children <6,All Test Types,5,7,0,0
49734,2018,All Children <6,All Test Types,3.5,,0,0
49734,2018,All Children <6,All Test Types,5,,0,0
49734,2019,All Children <6,All Test Types,3.5,6,0,0
49734,2019,All Children <6,All Test Types,5,6,0,0
49734,2021,All Children <6,All Test Types,3.5,7,0,0
49734,2021,All Children <6,All Test Types,5,7,0,0
49734,2022,All Children <6,All Test Types,3.5,,0,0
49734,2022,All Children <6,All Test Types,5,,0,0
49734,2023,All Children <6,All Test Types,3.5,,0,0
49734,2023,All Children <6,All Test Types,5,,0,0
49734,2024,All Children <6,All Test Types,3.5,,0,0
49734,2024,All Children <6,All Test Types,5,,0,0
49735,2010,All Children <6,All Test Types,3.5,275,9,3.3
49735**,2010,All Children <6,All Test Types,5,275,,Suppressed
49735,2011,All Children <6,All Test Types,3.5,292,10,3.4
49735**,2011,All Children <6,All Test Types,5,292,,Suppressed
49735**,2012,All Children <6,All Test Types,3.5,222,,Suppressed
49735**,2012,All Children <6,All Test Types,5,222,,Suppressed
49735**,2013,All Children <6,All Test Types,3.5,240,,Suppressed
49735,2013,All Children <6,All Test Types,5,240,0,0
49735**,2014,All Children <6,All Test Types,3.5,252,,Suppressed
49735,2014,All Children <6,All Test Types,5,252,0,0
49735**,2015,All Children <6,All Test Types,3.5,206,,Suppressed
49735,2015,All Children <6,All Test Types,5,206,0,0
49735**,2016,All Children <6,All Test Types,3.5,314,,Suppressed
49735**,2016,All Children <6,All Test Types,5,314,,Suppressed
49735**,2017,All Children <6,All Test Types,3.5,252,,Suppressed
49735**,2017,All Children <6,All Test Types,5,252,,Suppressed
49735**,2018,All Children <6,All Test Types,3.5,199,,Suppressed
49735**,2018,All Children <6,All Test Types,5,199,,Suppressed
49735**,2019,All Children <6,All Test Types,3.5,233,,Suppressed
49735,2019,All Children <6,All Test Types,5,233,0,0
49735,2020,All Children <6,All Test Types,3.5,88,0,0
49735,2020,All Children <6,All Test Types,5,88,0,0
49735**,2021,All Children <6,All Test Types,3.5,227,,Suppressed
49735**,2021,All Children <6,All Test Types,5,227,,Suppressed
49735**,2022,All Children <6,All Test Types,3.5,151,,Suppressed
49735**,2022,All Children <6,All Test Types,5,151,,Suppressed
49735,2023,All Children <6,All Test Types,3.5,209,8,3.8
49735**,2023,All Children <6,All Test Types,5,209,,Suppressed
49735,2024,All Children <6,All Test Types,3.5,225,6,2.7
49735**,2024,All Children <6,All Test Types,5,225,,Suppressed
49736**,2010,All Children <6,All Test Types,3.5,,,Suppressed
49736**,2010,All Children <6,All Test Types,5,,,Suppressed
49736,2011,All Children <6,All Test Types,3.5,,0,0
49736,2011,All Children <6,All Test Types,5,,0,0
49736,2012,All Children <6,All Test Types,3.5,,0,0
49736,2012,All Children <6,All Test Types,5,,0,0
49736,2013,All Children <6,All Test Types,3.5,,0,0
49736,2013,All Children <6,All Test Types,5,,0,0
49736,2014,All Children <6,All Test Types,3.5,,0,0
49736,2014,All Children <6,All Test Types,5,,0,0
49736,2015,All Children <6,All Test Types,3.5,,0,0
49736,2015,All Children <6,All Test Types,5,,0,0
49736,2016,All Children <6,All Test Types,3.5,,0,0
49736,2016,All Children <6,All Test Types,5,,0,0
49736,2017,All Children <6,All Test Types,3.5,,0,0
49736,2017,All Children <6,All Test Types,5,,0,0
49736,2018,All Children <6,All Test Types,3.5,,0,0
49736,2018,All Children <6,All Test Types,5,,0,0
49736,2019,All Children <6,All Test Types,3.5,,0,0
